,Asiento,Grupo,Sexo,Tarea1,Tarea2,Tarea3,Tarea4,Tarea5,Tarea6,Asistencia,Conducta,Participacion,Proyecto1,Proyecto2,Examen,Autoevaluacion
469,469,P,F,4,5,9,9,8.8,4.7,9,6.3999999999999995,7.959999999999999,7.960000000000001,7.441999999999999,7.7006,7.388399999999999
470,470,P,F,5,7,7,9,7.200000000000001,5.6,7,5.4,6.36,6.640000000000001,6.612,6.4556000000000004,6.1784
471,471,P,F,8,8,9,8,8.8,6.8,6,5.3999999999999995,5.76,7.5600000000000005,6.312,6.4416,6.122400000000001
472,472,P,F,3,5,9,8,8.8,4.4,5,3.8000000000000003,4.5200000000000005,6.16,4.904,5.079199999999999,4.708800000000001
473,473,P,M,2,6,7,9,7.200000000000001,4.4,6,4.199999999999999,5.279999999999999,5.640000000000001,5.635999999999999,5.4228,5.0992
474,474,P,F,0,6,8,8,8.0,3.8,8,5.0,6.8,6.4,6.54,6.481999999999999,6.128
475,475,P,F,1,8,8,8,8.0,4.699999999999999,5,3.4000000000000004,4.36,5.4,5.122,4.836600000000001,4.4324
476,476,P,F,3,6,7,8,7.200000000000001,4.699999999999999,8,5.6000000000000005,7.04,6.640000000000001,6.798,6.7514,6.479600000000001
477,477,P,F,2,8,9,8,8.8,5.0,7,4.800000000000001,6.120000000000001,6.760000000000001,6.384,6.3032,5.904800000000002
478,478,P,M,2,7,7,8,7.200000000000001,4.7,8,5.4,6.96,6.440000000000001,6.842,6.6646,6.364400000000001
479,479,P,F,3,9,6,8,6.4,5.6,7,5.000000000000001,6.200000000000001,5.880000000000001,6.600000000000001,6.144000000000001,5.856000000000001
480,480,P,F,9,6,7,9,7.200000000000001,6.5,6,5.6,5.84,7.040000000000001,6.2379999999999995,6.3034,6.0876
481,481,P,F,7,7,6,8,6.4,6.2,7,5.800000000000001,6.5200000000000005,6.6800000000000015,6.684,6.5692,6.3688
482,482,P,M,0,5,8,9,8.0,3.5,7,4.4,5.960000000000001,6.0,5.922000000000001,5.8566,5.492400000000001
483,483,P,M,1,5,9,9,8.8,3.8,9,5.8,7.719999999999999,7.36,7.183999999999999,7.3232,6.964799999999999
484,484,P,F,6,8,7,9,7.200000000000001,6.199999999999999,6,5.0,5.6,6.440000000000001,6.24,6.0040000000000004,5.716
485,485,P,M,6,6,8,9,8.0,5.6,7,5.6000000000000005,6.44,7.200000000000001,6.568,6.6504,6.365600000000001
486,486,P,M,8,6,6,8,6.4,6.199999999999999,6,5.3999999999999995,5.76,6.48,6.052,6.0396,5.8544
487,487,P,M,4,5,8,9,8.0,4.7,8,5.8,7.119999999999999,7.2,6.853999999999999,6.9762,6.6868
488,488,P,F,9,8,6,9,6.4,7.1,8,6.8,7.52,7.48,7.6739999999999995,7.5062,7.3267999999999995
489,489,P,F,6,7,6,9,6.4,5.9,9,6.8,8.12,7.280000000000001,7.874,7.7062,7.506799999999999
490,490,P,M,6,8,7,9,7.200000000000001,6.199999999999999,7,5.6000000000000005,6.44,6.840000000000002,6.828,6.620400000000001,6.345600000000001
491,491,P,M,7,8,6,8,6.4,6.5,5,4.6000000000000005,4.84,5.880000000000001,5.638,5.3754,5.1356
492,492,P,F,4,8,9,9,8.8,5.6,6,4.6,5.4399999999999995,6.760000000000001,6.068,5.9684,5.5776
493,493,P,F,0,5,9,9,8.8,3.5,9,5.6,7.639999999999999,7.16,7.097999999999999,7.1974,6.8236
494,494,P,F,3,5,9,8,8.8,4.4,7,5.000000000000001,6.200000000000001,6.960000000000001,6.080000000000001,6.312000000000001,5.968000000000001
495,495,P,F,6,9,6,8,6.4,6.5,7,5.6000000000000005,6.44,6.48,6.8580000000000005,6.521400000000001,6.2796
496,496,P,M,3,8,9,9,8.8,5.3,5,3.8000000000000003,4.5200000000000005,6.16,5.394,5.2261999999999995,4.806800000000001
497,497,P,M,4,7,8,8,8.0,5.3,7,5.2,6.28,6.800000000000001,6.426,6.4078,6.0892
498,498,P,M,7,5,9,8,8.8,5.6,5,4.6000000000000005,4.84,6.960000000000001,5.247999999999999,5.5824,5.2736
499,499,P,M,1,7,9,9,8.8,4.4,8,5.2,6.88,6.960000000000001,6.856,6.784800000000001,6.3872
0,0,Q,F,8,7,9,8,7.2,6.5,5,4.8,4.92,6.840000000000001,5.593999999999999,5.6902,5.402800000000001
1,1,Q,F,1,6,7,9,5.6000000000000005,4.1,6,4.0,5.199999999999999,5.120000000000001,5.549999999999999,5.201,4.894
2,2,Q,F,8,6,9,8,7.2,6.199999999999999,8,6.6000000000000005,7.44,8.040000000000001,7.228,7.500400000000001,7.2656
3,3,Q,F,4,6,8,9,6.4,5.0,8,5.8,7.119999999999999,6.880000000000001,6.983999999999999,6.9192,6.6488
4,4,Q,M,7,5,6,9,4.800000000000001,5.6,7,5.800000000000001,6.5200000000000005,6.360000000000001,6.524,6.4252,6.2728
5,5,Q,M,1,6,9,9,7.2,4.1,7,4.6000000000000005,6.040000000000001,6.24,6.138000000000001,6.0334,5.6676
6,6,Q,F,4,7,6,8,4.800000000000001,5.3,6,4.6,5.4399999999999995,5.36,5.837999999999999,5.4794,5.2516
7,7,Q,F,4,9,9,8,7.2,5.8999999999999995,8,5.8,7.119999999999999,7.24,7.273999999999999,7.1142,6.7787999999999995
8,8,Q,M,1,9,7,8,5.6000000000000005,5.0,9,5.8,7.719999999999999,6.32,7.603999999999999,7.137199999999999,6.8408
9,9,Q,F,7,7,6,8,4.800000000000001,6.2,8,6.4,7.36,6.760000000000001,7.272,7.089600000000001,6.9344
10,10,Q,M,0,7,8,9,6.4,4.1,6,3.8,5.119999999999999,5.280000000000001,5.593999999999999,5.2222,4.8508000000000004
11,11,Q,F,1,8,9,9,7.2,4.699999999999999,9,5.8,7.719999999999999,7.040000000000001,7.573999999999999,7.3442,6.9788
12,12,Q,M,4,7,9,9,7.2,5.3,8,5.8,7.119999999999999,7.24,7.113999999999999,7.0662,6.7467999999999995
13,13,Q,M,7,5,8,9,6.4,5.6,6,5.2,5.68,6.680000000000001,5.936,6.0248,5.7872
14,14,Q,F,1,7,6,8,4.800000000000001,4.4,9,5.8,7.719999999999999,5.960000000000001,7.343999999999999,6.9512,6.716799999999999
15,15,Q,F,7,6,9,8,7.2,5.9,5,4.6000000000000005,4.84,6.640000000000001,5.378,5.5254,5.2356
16,16,Q,M,4,7,6,9,4.800000000000001,5.3,7,5.2,6.28,5.76,6.526,6.1258,5.9012
17,17,Q,F,1,7,6,9,4.800000000000001,4.4,6,4.0,5.199999999999999,4.760000000000001,5.68,5.132000000000001,4.848
18,18,Q,F,5,9,9,9,7.2,6.199999999999999,8,6.0,7.2,7.44,7.46,7.270000000000001,6.94
19,19,Q,F,9,6,8,8,6.4,6.5,9,7.3999999999999995,8.36,8.280000000000001,7.901999999999999,8.1346,7.9644
20,20,Q,M,5,6,7,9,5.6000000000000005,5.3,9,6.6,8.04,7.120000000000001,7.6579999999999995,7.5534,7.3476
21,21,Q,F,8,8,8,9,6.4,6.8,7,6.000000000000001,6.6000000000000005,7.280000000000001,7.0,6.884000000000001,6.636000000000001
22,22,Q,M,6,6,9,8,7.2,5.6,5,4.4,4.76,6.44,5.292,5.3995999999999995,5.0944
23,23,Q,F,8,6,9,8,7.2,6.199999999999999,8,6.6000000000000005,7.44,8.040000000000001,7.228,7.500400000000001,7.2656
24,24,Q,M,4,6,7,8,5.6000000000000005,5.0,7,5.2,6.28,6.120000000000001,6.296,6.1648000000000005,5.9272
25,25,Q,F,3,5,8,9,6.4,4.4,8,5.6000000000000005,7.04,6.680000000000001,6.768,6.7544,6.4816
26,26,Q,F,1,7,7,9,5.6000000000000005,4.4,7,4.6000000000000005,6.040000000000001,5.5200000000000005,6.268000000000001,5.856400000000001,5.549600000000001
27,27,Q,F,1,7,9,8,7.2,4.4,9,5.8,7.719999999999999,7.040000000000001,7.343999999999999,7.2752,6.932799999999999
28,28,Q,M,9,8,8,9,6.4,7.1,6,5.6,5.84,7.080000000000001,6.498,6.393400000000001,6.147600000000001
29,29,Q,M,6,6,7,9,5.6000000000000005,5.6,7,5.6000000000000005,6.44,6.520000000000001,6.568,6.446400000000001,6.2296000000000005
30,30,Q,F,7,8,9,9,7.2,6.5,7,5.800000000000001,6.5200000000000005,7.440000000000001,6.914,6.866200000000001,6.566800000000001
31,31,Q,M,5,5,7,8,5.6000000000000005,5.0,7,5.4,6.36,6.32,6.252,6.2516,6.0424
32,32,Q,M,1,5,8,9,6.4,3.8,9,5.8,7.719999999999999,6.68,7.183999999999999,7.1192,6.828799999999999
33,33,Q,M,6,9,9,9,7.2,6.5,7,5.6000000000000005,6.44,7.24,6.958,6.779400000000001,6.451600000000001
34,34,Q,F,5,8,7,9,5.6000000000000005,5.9,7,5.4,6.36,6.32,6.742,6.3986,6.1404
35,35,Q,M,4,5,8,8,6.4,4.7,7,5.2,6.28,6.48,6.166,6.2338000000000005,5.9732
36,36,Q,M,4,5,7,9,5.6000000000000005,4.7,7,5.2,6.28,6.120000000000001,6.266,6.155800000000001,5.921200000000001
37,37,Q,M,2,6,8,9,6.4,4.4,5,3.6,4.44,5.28,5.048,4.8184000000000005,4.4776
38,38,Q,M,3,6,6,8,4.800000000000001,4.699999999999999,5,3.8000000000000003,4.5200000000000005,4.760000000000001,5.034000000000001,4.6982,4.4548000000000005
39,39,Q,M,9,9,7,9,5.6000000000000005,7.3999999999999995,9,7.3999999999999995,8.36,7.92,8.392,8.1736,7.990399999999999
40,40,Q,F,8,6,9,8,7.2,6.199999999999999,8,6.6000000000000005,7.44,8.040000000000001,7.228,7.500400000000001,7.2656
41,41,Q,M,2,7,6,9,4.800000000000001,4.7,9,6.0,7.8,6.16,7.53,7.106999999999999,6.878
42,42,Q,F,3,9,9,9,7.2,5.6,8,5.6000000000000005,7.04,7.040000000000001,7.288,7.0184,6.657600000000001
43,43,Q,M,7,5,9,8,7.2,5.6,8,6.4,7.36,7.840000000000001,7.0120000000000005,7.335600000000001,7.098400000000001
44,44,Q,M,9,9,9,8,7.2,7.3999999999999995,8,6.8,7.52,8.24,7.704,7.7432,7.484799999999999
45,45,Q,F,7,7,8,9,6.4,6.2,5,4.6000000000000005,4.84,6.28,5.6080000000000005,5.4864,5.2096
46,46,Q,F,2,7,8,9,6.4,4.7,5,3.6,4.44,5.28,5.178000000000001,4.8574,4.5036000000000005
47,47,Q,M,6,7,9,8,7.2,5.9,9,6.8,8.12,8.040000000000001,7.773999999999999,7.9042,7.6388
48,48,Q,M,7,9,7,8,5.6000000000000005,6.8,5,4.6000000000000005,4.84,5.92,5.768000000000001,5.4264,5.1696
49,49,Q,F,3,8,6,8,4.800000000000001,5.3,9,6.2,7.88,6.360000000000001,7.646,7.2418000000000005,7.025200000000001
50,50,Q,M,3,7,7,8,5.6000000000000005,5.0,5,3.8000000000000003,4.5200000000000005,5.12,5.164,4.8452,4.5528
51,51,Q,M,4,7,8,8,6.4,5.3,7,5.2,6.28,6.48,6.426,6.3118,6.0252
52,52,Q,F,6,9,9,8,7.2,6.5,5,4.4,4.76,6.44,5.682,5.5166,5.1724000000000006
53,53,Q,M,8,8,8,8,6.4,6.8,9,7.2,8.28,8.08,8.076,8.0868,7.8751999999999995
54,54,Q,F,8,7,8,9,6.4,6.5,8,6.6000000000000005,7.44,7.680000000000001,7.458,7.461400000000001,7.2396
55,55,Q,F,4,9,6,9,4.800000000000001,5.8999999999999995,7,5.2,6.28,5.76,6.786,6.2038,5.9532
56,56,Q,M,6,5,7,9,5.6000000000000005,5.3,9,6.8,8.12,7.32,7.613999999999999,7.6402,7.4628
57,57,Q,F,0,6,6,8,4.800000000000001,3.8,7,4.4,5.960000000000001,4.960000000000001,5.952000000000001,5.553600000000001,5.290400000000001
58,58,Q,F,0,9,8,9,6.4,4.699999999999999,8,5.0,6.8,6.08,7.029999999999999,6.5329999999999995,6.162
59,59,Q,F,7,7,9,8,7.2,6.2,9,7.0,8.2,8.24,7.859999999999999,8.030000000000001,7.78
60,60,Q,M,4,8,6,9,4.800000000000001,5.6,9,6.3999999999999995,7.959999999999999,6.5600000000000005,7.831999999999999,7.3976,7.186399999999999
61,61,Q,M,0,8,8,9,6.4,4.4,8,5.0,6.8,6.08,6.9,6.494,6.136
62,62,Q,F,5,8,9,8,7.2,5.9,9,6.6,8.04,7.84,7.818,7.8174,7.523599999999999
63,63,Q,F,0,5,9,9,7.2,3.5,5,3.2,4.28,5.24,4.746,4.6358,4.2412
64,64,Q,M,4,9,6,8,4.800000000000001,5.8999999999999995,6,4.6,5.4399999999999995,5.36,6.097999999999999,5.5574,5.303599999999999
65,65,Q,F,2,7,9,9,7.2,4.7,8,5.4,6.96,6.840000000000001,6.942,6.8146,6.4644
66,66,Q,F,2,5,6,8,4.800000000000001,4.1,5,3.6,4.44,4.5600000000000005,4.818,4.5334,4.287599999999999
67,67,Q,F,4,8,9,8,7.2,5.6,6,4.6,5.4399999999999995,6.44,5.968,5.8424000000000005,5.4936
68,68,Q,M,1,6,7,9,5.6000000000000005,4.1,5,3.4000000000000004,4.36,4.720000000000001,4.962,4.5846,4.2644
69,69,Q,F,8,7,8,8,6.4,6.5,8,6.6000000000000005,7.44,7.680000000000001,7.3580000000000005,7.4314,7.219600000000001
70,70,Q,M,8,9,7,9,5.6000000000000005,7.1,9,7.2,8.28,7.720000000000001,8.306,8.0478,7.849200000000001
71,71,Q,F,3,7,8,9,6.4,5.0,6,4.3999999999999995,5.359999999999999,5.880000000000001,5.851999999999999,5.5996,5.2744
72,72,Q,M,8,9,7,9,5.6000000000000005,7.1,8,6.6000000000000005,7.44,7.32,7.718,7.4314,7.2196
73,73,Q,F,0,5,9,8,7.2,3.5,5,3.2,4.28,5.24,4.646,4.6058,4.2212
74,74,Q,F,2,5,8,9,6.4,4.1,5,3.6,4.44,5.28,4.918,4.779400000000001,4.4516
75,75,Q,M,2,8,7,8,5.6000000000000005,5.0,9,6.0,7.8,6.5200000000000005,7.5600000000000005,7.224,6.956
76,76,Q,M,6,8,7,8,5.6000000000000005,6.199999999999999,5,4.4,4.76,5.720000000000001,5.552,5.2616,5.002400000000001
77,77,Q,F,8,6,7,8,5.6000000000000005,6.199999999999999,5,4.8,4.92,6.12,5.464,5.4352,5.232800000000001
78,78,Q,F,8,9,9,8,7.2,7.1,6,5.3999999999999995,5.76,7.240000000000001,6.442,6.3846,6.0844000000000005
79,79,Q,F,2,6,6,8,4.800000000000001,4.4,8,5.4,6.96,5.760000000000001,6.712,6.4216,6.202400000000001
80,80,Q,M,6,7,7,9,5.6000000000000005,5.9,9,6.8,8.12,7.32,7.874,7.7181999999999995,7.514799999999999
81,81,Q,F,0,9,6,8,4.800000000000001,4.699999999999999,5,3.2,4.28,4.16,5.166,4.4378,4.1091999999999995
82,82,Q,F,8,6,6,9,4.800000000000001,6.199999999999999,7,6.000000000000001,6.6000000000000005,6.5600000000000005,6.74,6.59,6.44
83,83,Q,M,1,7,6,8,4.800000000000001,4.4,7,4.6000000000000005,6.040000000000001,5.16,6.168000000000001,5.718400000000001,5.4576
84,84,Q,F,3,9,7,8,5.6000000000000005,5.6,6,4.3999999999999995,5.359999999999999,5.5200000000000005,6.012,5.5396,5.2344
85,85,Q,F,9,5,7,8,5.6000000000000005,6.199999999999999,9,7.3999999999999995,8.36,7.92,7.771999999999999,7.9876,7.8664
86,86,Q,F,5,7,8,9,6.4,5.6,8,6.0,7.2,7.08,7.2,7.084000000000001,6.816000000000001
87,87,Q,M,8,9,7,8,5.6000000000000005,7.1,7,6.000000000000001,6.6000000000000005,6.92,7.03,6.785000000000001,6.57
88,88,Q,F,1,8,7,8,5.6000000000000005,4.699999999999999,9,5.8,7.719999999999999,6.32,7.473999999999999,7.098199999999999,6.814799999999999
89,89,Q,M,6,8,8,8,6.4,6.199999999999999,5,4.4,4.76,6.08,5.552,5.369599999999999,5.074400000000001
90,90,Q,M,9,5,8,9,6.4,6.199999999999999,7,6.2,6.680000000000001,7.48,6.696,6.892800000000001,6.6992
91,91,Q,F,5,8,9,8,7.2,5.9,5,4.2,4.68,6.24,5.466,5.3518,5.0052
92,92,Q,F,5,5,6,8,4.800000000000001,5.0,6,4.8,5.52,5.5600000000000005,5.664,5.5272,5.3408
93,93,Q,F,2,6,6,9,4.800000000000001,4.4,5,3.6,4.44,4.5600000000000005,5.048,4.6024,4.3336
94,94,Q,M,8,5,7,8,5.6000000000000005,5.9,6,5.3999999999999995,5.76,6.5200000000000005,5.922000000000001,6.0126,5.8364
95,95,Q,M,6,9,8,9,6.4,6.5,9,6.8,8.12,7.68,8.134,7.9041999999999994,7.638799999999999
96,96,Q,F,2,9,7,8,5.6000000000000005,5.3,5,3.6,4.44,4.92,5.338000000000001,4.7974,4.4636000000000005
97,97,Q,M,9,7,9,9,7.2,6.8,8,6.8,7.52,8.24,7.544,7.6952,7.452799999999999
98,98,Q,M,9,6,7,9,5.6000000000000005,6.5,8,6.8,7.52,7.5200000000000005,7.414,7.440200000000001,7.2828
99,99,Q,F,7,7,6,8,4.800000000000001,6.2,8,6.4,7.36,6.760000000000001,7.272,7.089600000000001,6.9344
100,100,Q,M,9,7,7,9,5.6000000000000005,6.8,6,5.6,5.84,6.720000000000001,6.368,6.2464,6.0496
101,101,Q,M,2,6,8,8,6.4,4.4,5,3.6,4.44,5.28,4.948,4.788400000000001,4.4576
102,102,Q,F,6,8,6,9,4.800000000000001,6.199999999999999,5,4.4,4.76,5.36,5.652,5.1836,4.9504
103,103,Q,F,6,6,8,8,6.4,5.6,6,5.0,5.6,6.48,5.879999999999999,5.9079999999999995,5.652
104,104,Q,F,5,9,9,9,7.2,6.199999999999999,5,4.2,4.68,6.24,5.696,5.4208,5.0512
105,105,Q,M,1,7,7,9,5.6000000000000005,4.4,9,5.8,7.719999999999999,6.32,7.443999999999999,7.089199999999999,6.8088
106,106,Q,F,7,7,8,8,6.4,6.2,8,6.4,7.36,7.48,7.272,7.3056,7.0784
107,107,Q,F,5,8,6,9,4.800000000000001,5.9,8,6.0,7.2,6.36,7.33,6.907,6.698
108,108,Q,M,0,9,6,8,4.800000000000001,4.699999999999999,6,3.8,5.119999999999999,4.5600000000000005,5.754,5.0542,4.7388
109,109,Q,M,6,9,7,8,5.6000000000000005,6.5,5,4.4,4.76,5.720000000000001,5.682,5.3006,5.0284
110,110,Q,F,1,7,6,9,4.800000000000001,4.4,9,5.8,7.719999999999999,5.960000000000001,7.443999999999999,6.9812,6.736799999999999
111,111,Q,M,3,9,7,8,5.6000000000000005,5.6,9,6.2,7.88,6.720000000000001,7.776,7.3888,7.123200000000001
112,112,Q,F,2,7,8,8,6.4,4.7,8,5.4,6.96,6.48,6.842,6.6766000000000005,6.372400000000001
113,113,Q,F,6,7,9,8,7.2,5.9,7,5.6000000000000005,6.44,7.24,6.598,6.6714,6.379600000000001
114,114,Q,M,9,5,8,8,6.4,6.199999999999999,6,5.6,5.84,7.080000000000001,6.008,6.2464,6.049600000000001
115,115,Q,M,3,9,6,8,4.800000000000001,5.6,5,3.8000000000000003,4.5200000000000005,4.760000000000001,5.424,4.815200000000001,4.532800000000001
116,116,Q,F,8,7,9,8,7.2,6.5,6,5.3999999999999995,5.76,7.240000000000001,6.182,6.3066,6.032400000000001
117,117,Q,F,1,9,7,9,5.6000000000000005,5.0,5,3.4000000000000004,4.36,4.720000000000001,5.352,4.701600000000001,4.3424000000000005
118,118,Q,M,8,7,9,9,7.2,6.5,9,7.2,8.28,8.440000000000001,8.046,8.1858,7.9412
119,119,Q,F,6,9,8,8,6.4,6.5,6,5.0,5.6,6.48,6.27,6.0249999999999995,5.73
120,120,Q,M,4,6,9,9,7.2,5.0,5,4.0,4.6,6.04,5.22,5.178,4.832000000000001
121,121,Q,F,8,9,7,8,5.6000000000000005,7.1,9,7.2,8.28,7.720000000000001,8.206,8.017800000000001,7.8292
122,122,Q,M,8,6,6,9,4.800000000000001,6.199999999999999,8,6.6000000000000005,7.44,6.960000000000001,7.328,7.2064,7.0696
123,123,Q,F,9,6,6,8,4.800000000000001,6.5,6,5.6,5.84,6.36,6.138,6.0694,5.9316
124,124,Q,M,9,6,8,9,6.4,6.5,7,6.2,6.680000000000001,7.48,6.8260000000000005,6.931800000000001,6.725200000000001
125,125,Q,M,3,6,8,9,6.4,4.699999999999999,8,5.6000000000000005,7.04,6.680000000000001,6.898,6.7934,6.5076
126,126,Q,M,3,6,6,9,4.800000000000001,4.699999999999999,7,5.000000000000001,6.200000000000001,5.5600000000000005,6.3100000000000005,5.961,5.734000000000001
127,127,Q,F,0,7,6,9,4.800000000000001,4.1,8,5.0,6.8,5.36,6.77,6.238999999999999,5.966
128,128,Q,M,4,6,8,8,6.4,5.0,8,5.8,7.119999999999999,6.880000000000001,6.8839999999999995,6.889200000000001,6.6288
129,129,Q,F,5,6,7,9,5.6000000000000005,5.3,5,4.2,4.68,5.5200000000000005,5.306,5.0878,4.8292
130,130,Q,F,1,9,7,9,5.6000000000000005,5.0,9,5.8,7.719999999999999,6.32,7.703999999999999,7.167199999999999,6.860799999999999
131,131,Q,F,8,9,6,9,4.800000000000001,7.1,6,5.3999999999999995,5.76,6.160000000000001,6.542,6.0906,5.8884
132,132,Q,M,9,8,6,9,4.800000000000001,7.1,5,5.0,5.0,5.96,5.91,5.561,5.3740000000000006
133,133,Q,F,1,8,7,8,5.6000000000000005,4.699999999999999,5,3.4000000000000004,4.36,4.720000000000001,5.122,4.6326,4.2964
134,134,Q,F,8,7,9,8,7.2,6.5,6,5.3999999999999995,5.76,7.240000000000001,6.182,6.3066,6.032400000000001
135,135,Q,F,8,9,7,9,5.6000000000000005,7.1,7,6.000000000000001,6.6000000000000005,6.92,7.13,6.815,6.590000000000001
136,136,Q,M,4,5,9,9,7.2,4.7,7,5.2,6.28,6.84,6.266,6.3718,6.065200000000001
137,137,Q,F,4,7,9,8,7.2,5.3,8,5.8,7.119999999999999,7.24,7.013999999999999,7.036199999999999,6.7268
138,138,Q,F,3,5,7,9,5.6000000000000005,4.4,6,4.3999999999999995,5.359999999999999,5.5200000000000005,5.591999999999999,5.4136,5.150399999999999
139,139,Q,F,6,8,6,9,4.800000000000001,6.199999999999999,6,5.0,5.6,5.760000000000001,6.24,5.8,5.58
140,140,Q,F,2,9,8,9,6.4,5.3,5,3.6,4.44,5.28,5.438000000000001,4.9354000000000005,4.5556
141,141,Q,F,2,7,7,8,5.6000000000000005,4.7,7,4.800000000000001,6.120000000000001,5.720000000000001,6.2540000000000004,5.9522,5.670800000000001
142,142,Q,F,9,6,6,9,4.800000000000001,6.5,7,6.2,6.680000000000001,6.76,6.8260000000000005,6.715800000000001,6.581200000000001
143,143,Q,M,1,6,6,8,4.800000000000001,4.1,5,3.4000000000000004,4.36,4.36,4.862,4.4466,4.1724000000000006
144,144,Q,M,7,6,9,9,7.2,5.9,6,5.2,5.68,7.040000000000001,6.065999999999999,6.1718,5.8852
145,145,Q,F,8,5,8,8,6.4,5.9,7,6.000000000000001,6.6000000000000005,7.280000000000001,6.51,6.737000000000001,6.538
146,146,Q,F,9,5,6,9,4.800000000000001,6.199999999999999,8,6.8,7.52,7.16,7.283999999999999,7.293200000000001,7.184799999999999
147,147,Q,M,5,7,6,8,4.800000000000001,5.6,5,4.2,4.68,5.16,5.336,4.9888,4.763199999999999
148,148,Q,F,6,6,6,9,4.800000000000001,5.6,8,6.2,7.28,6.5600000000000005,7.156000000000001,6.9548000000000005,6.787200000000001
149,149,Q,F,5,6,8,9,6.4,5.3,9,6.6,8.04,7.48,7.6579999999999995,7.6613999999999995,7.4196
150,150,Q,M,8,6,7,8,5.6000000000000005,6.199999999999999,6,5.3999999999999995,5.76,6.5200000000000005,6.052,6.0516,5.8624
151,151,Q,M,7,8,7,8,5.6000000000000005,6.5,6,5.2,5.68,6.32,6.225999999999999,6.0038,5.7732
152,152,Q,M,9,8,8,9,6.4,7.1,8,6.8,7.52,7.880000000000001,7.6739999999999995,7.626200000000001,7.4068
153,153,Q,M,5,7,8,8,6.4,5.6,5,4.2,4.68,5.880000000000001,5.336,5.2048000000000005,4.9072
154,154,Q,M,0,8,9,8,7.2,4.4,8,5.0,6.8,6.44,6.8,6.571999999999999,6.188000000000001
155,155,Q,M,2,9,6,8,4.800000000000001,5.3,7,4.800000000000001,6.120000000000001,5.360000000000001,6.514000000000001,5.922200000000001,5.650800000000001
156,156,Q,M,6,8,8,8,6.4,6.199999999999999,8,6.2,7.28,7.28,7.316000000000001,7.2188,6.963200000000001
157,157,Q,M,7,8,7,8,5.6000000000000005,6.5,9,7.0,8.2,7.5200000000000005,7.989999999999999,7.853000000000001,7.662
158,158,Q,F,4,8,8,8,6.4,5.6,9,6.3999999999999995,7.959999999999999,7.280000000000001,7.731999999999999,7.583600000000001,7.3104
159,159,Q,M,8,9,6,8,4.800000000000001,7.1,9,7.2,8.28,7.360000000000001,8.206,7.909800000000001,7.757200000000001
160,160,Q,F,3,6,8,8,6.4,4.699999999999999,5,3.8000000000000003,4.5200000000000005,5.48,5.034000000000001,4.914200000000001,4.598800000000001
161,161,Q,F,9,6,6,8,4.800000000000001,6.5,6,5.6,5.84,6.36,6.138,6.0694,5.9316
162,162,Q,M,2,6,8,9,6.4,4.4,6,4.199999999999999,5.279999999999999,5.680000000000001,5.635999999999999,5.4348,5.1072
163,163,Q,M,9,6,7,9,5.6000000000000005,6.5,7,6.2,6.680000000000001,7.120000000000001,6.8260000000000005,6.8238,6.6532
164,164,Q,M,3,6,9,9,7.2,4.699999999999999,6,4.3999999999999995,5.359999999999999,6.240000000000001,5.7219999999999995,5.6686000000000005,5.3204
165,165,Q,M,5,6,7,8,5.6000000000000005,5.3,7,5.4,6.36,6.32,6.382,6.2906,6.0684
166,166,Q,F,2,7,6,9,4.800000000000001,4.7,7,4.800000000000001,6.120000000000001,5.360000000000001,6.354000000000001,5.874200000000001,5.618800000000001
167,167,Q,M,7,7,9,8,7.2,6.2,7,5.800000000000001,6.5200000000000005,7.440000000000001,6.684,6.7972,6.520800000000001
168,168,Q,F,3,7,8,9,6.4,5.0,7,5.000000000000001,6.200000000000001,6.280000000000001,6.440000000000001,6.216000000000001,5.904000000000001
169,169,Q,F,2,7,8,9,6.4,4.7,9,6.0,7.8,6.880000000000001,7.53,7.323,7.022
170,170,Q,M,1,7,6,9,4.800000000000001,4.4,5,3.4000000000000004,4.36,4.36,5.0920000000000005,4.515600000000001,4.218400000000001
171,171,Q,M,8,9,7,8,5.6000000000000005,7.1,7,6.000000000000001,6.6000000000000005,6.92,7.03,6.785000000000001,6.57
172,172,Q,M,9,7,6,9,4.800000000000001,6.8,9,7.3999999999999995,8.36,7.5600000000000005,8.132,7.9876,7.8664000000000005
173,173,Q,M,2,9,6,8,4.800000000000001,5.3,6,4.199999999999999,5.279999999999999,4.960000000000001,5.926,5.3058000000000005,5.021199999999999
174,174,Q,M,5,7,6,9,4.800000000000001,5.6,8,6.0,7.2,6.36,7.2,6.868,6.672000000000001
175,175,Q,F,0,8,7,8,5.6000000000000005,4.4,5,3.2,4.28,4.5200000000000005,5.036,4.5068,4.1552
176,176,Q,F,2,5,6,9,4.800000000000001,4.1,7,4.800000000000001,6.120000000000001,5.360000000000001,6.094,5.796200000000001,5.566800000000001
177,177,Q,F,4,8,8,8,6.4,5.6,5,4.0,4.6,5.680000000000001,5.38,5.118,4.792
178,178,Q,F,4,6,8,9,6.4,5.0,6,4.6,5.4399999999999995,6.080000000000001,5.808,5.6864,5.3896
179,179,Q,M,6,7,8,8,6.4,5.9,6,5.0,5.6,6.48,6.01,5.947,5.678
180,180,Q,F,6,7,7,9,5.6000000000000005,5.9,8,6.2,7.28,6.920000000000001,7.2860000000000005,7.101800000000001,6.885200000000001
181,181,Q,F,4,5,7,8,5.6000000000000005,4.7,7,5.2,6.28,6.120000000000001,6.166,6.125800000000001,5.9012
